"","std","mean"
"Test-Person-106",0.405895546369975,0.809550251983203
"Test-Person-107",0.404017800527488,0.809657936949338
"Test-Person-108",0.402293496677355,0.810631746132236
"Test-Person-109",0.400393006515806,0.811302105775501
"Test-Person-110",0.402236309150407,0.813814994564099
"Test-Person-111",0.407558531134828,0.81748797814357
"Test-Person-112",0.408500305216134,0.817964559840109
"Test-Person-113",0.405710867986547,0.816590108550322
"Test-Person-114",0.406759129977905,0.817963474337204
"Test-Person-115",0.410730581904469,0.821758793824092
"Test-Person-116",0.411905106343556,0.824049388515677
"Test-Person-117",0.408725343804935,0.823204774088599
"Test-Person-118",0.406897725394692,0.822316451628775
"Test-Person-119",0.408430450014827,0.823379693924357
"Test-Person-120",0.41093909830068,0.825388334162402
"Test-Person-121",0.414724573306038,0.828191375700373
"Test-Person-122",0.416162083646886,0.829243494677428
"Test-Person-123",0.412840078226992,0.826321328863251
"Test-Person-124",0.408103532848618,0.821854937136953
"Test-Person-125",0.406085984186564,0.818558770430947
"Test-Person-126",0.407507307145854,0.817820326025517
"Test-Person-127",0.407450298259484,0.817349939661079
"Test-Person-128",0.405798536773353,0.8156493920962
"y.Test.Person.1",0.410386609483166,0.0058897033541907
"y.Test.Person.2",0.40991060028552,0.00701478944129623
"y.Test.Person.3",0.40909913239057,0.00749929979750933
"y.Test.Person.4",0.410417247488144,0.00582091194662369
"y.Test.Person.5",0.412117414335675,0.00460579139770954
"y.Test.Person.6",0.411263484407655,0.00524564023635562
"y.Test.Person.7",0.41057077413957,0.00637156418130302
"y.Test.Person.8",0.411506080072746,0.00647186202697998
"y.Test.Person.9",0.411041024512131,0.00658235643402443
"y.Test.Person.10",0.409591317764337,0.00745477369583305
"y.Test.Person.11",0.40899191484399,0.00783841967556837
"y.Test.Person.12",0.408784313217124,0.00802567915362742
"y.Test.Person.13",0.409017664710845,0.00734044408187988
"y.Test.Person.14",0.411475455399171,0.00511165547372243
"y.Test.Person.15",0.41244486893125,0.00353269721014591
"y.Test.Person.16",0.412614306653662,0.00317583204217849
"y.Test.Person.17",0.4131280015585,0.00384854243745165
"y.Test.Person.18",0.412208072730761,0.00460807681890058
"y.Test.Person.19",0.41203775247391,0.00383428787441127
"y.Test.Person.20",0.41313605494218,0.00339858834591992
"y.Test.Person.21",0.41243533826903,0.00382197226915507
"y.Test.Person.22",0.412692657066355,0.00368009442490668
"y.Test.Person.23",0.414173383630462,0.00347842435673566
"y.Test.Person.24",0.41480466940769,0.00344717809519511
"y.Test.Person.25",0.415283258889791,0.00330713933673227
"y.Test.Person.26",0.415952276528769,0.00249117452744825
"y.Test.Person.27",0.416277070242203,0.00126302917687818
"y.Test.Person.28",0.415373360091601,-0.000165265311774686
"y.Test.Person.29",0.415601741876668,-0.00175370728646081
"y.Test.Person.30",0.416687300801398,-0.00186274870675263
"y.Test.Person.31",0.416710859606553,-0.000944804779192399
"y.Test.Person.32",0.415838975349672,0.000336248106173736
"y.Test.Person.33",0.413997264789147,0.0022121438132338
"y.Test.Person.34",0.411782430290397,0.00341541094466237
"y.Test.Person.35",0.411064704707426,0.00395022154625042
"y.Test.Person.36",0.41205346741552,0.00411718343576519
"y.Test.Person.37",0.412110123890064,0.00421159828741093
"y.Test.Person.38",0.411406316057334,0.00427862060318969
"y.Test.Person.39",0.412823902209002,0.00388852918598235
"y.Test.Person.40",0.413077300118595,0.00453016167862233
"y.Test.Person.41",0.411121021135547,0.00651824058724126
"y.Test.Person.42",0.409990425088107,0.00832601956426875
"y.Test.Person.43",0.409780605265356,0.00830675067500848
"y.Test.Person.44",0.41016519725145,0.00676000750807262
"y.Test.Person.45",0.410735707974495,0.0067017025589413
"y.Test.Person.46",0.410785741817275,0.0073502023175772
"y.Test.Person.47",0.411361975941763,0.00649889714896505
"y.Test.Person.48",0.410024017070719,0.00598710693376315
"y.Test.Person.49",0.408448799153301,0.00612939153647099
"y.Test.Person.50",0.408318445356224,0.00583172199779776
"y.Test.Person.51",0.408951393464398,0.00581339077677638
"y.Test.Person.52",0.409464392766337,0.00562099145303699
"y.Test.Person.53",0.410474866394742,0.00491593618793519
"y.Test.Person.54",0.41225322420808,0.00413152122309128
"y.Test.Person.55",0.414189643566706,0.00255084086141839
"y.Test.Person.56",0.415841465685641,0.00131565176267391
"y.Test.Person.57",0.41467827624536,0.00162019752135392
"y.Test.Person.58",0.41338343480373,0.00162684824774347
"y.Test.Person.59",0.413894403010861,0.00128293495371564
"y.Test.Person.60",0.412929747916398,0.00270941292100509
"y.Test.Person.61",0.411430376925468,0.00436305801400747
"y.Test.Person.62",0.411616300051228,0.003839371482321
"y.Test.Person.63",0.412634631371882,0.00298023704119783
"y.Test.Person.64",0.413030509925896,0.00260049697331184
"y.Test.Person.65",0.413044360547173,0.00293725416104513
"y.Test.Person.66",0.411610226978544,0.00541613599032915
"y.Test.Person.67",0.409467766802574,0.00709199774365796
"y.Test.Person.68",0.409794254707042,0.00620547824743807
"y.Test.Person.69",0.411129775303833,0.00516530024759077
"y.Test.Person.70",0.410408752263296,0.0055605994349983
"y.Test.Person.71",0.409795472881601,0.00722296345072956
"y.Test.Person.72",0.41074079322584,0.0079132999668171
"y.Test.Person.73",0.410209505015832,0.00808159772601629
"y.Test.Person.74",0.408923094665811,0.00917576448758059
"y.Test.Person.75",0.407870925001586,0.00962702039779437
"y.Test.Person.76",0.407103036381591,0.009661404859396
"y.Test.Person.77",0.407346446690497,0.00913840726857821
"y.Test.Person.78",0.4097079110204,0.00724504298761452
"y.Test.Person.79",0.410804371773087,0.00522316168442484
"y.Test.Person.80",0.411696908951186,0.00393331452877503
"y.Test.Person.81",0.412952265995971,0.00388299563592467
"y.Test.Person.82",0.412429452124644,0.00383605714597557
"y.Test.Person.83",0.412176186960546,0.00313682394502545
"y.Test.Person.84",0.413105562843066,0.0032545796425945
"y.Test.Person.85",0.412463681648526,0.00361464777136071
"y.Test.Person.86",0.413587913881142,0.0036160682935867
"y.Test.Person.87",0.415493613837256,0.00337099161174075
"y.Test.Person.88",0.415484018080172,0.00329543695301663
"y.Test.Person.89",0.415268058213142,0.00342634000520869
"y.Test.Person.90",0.41616940506372,0.00236022372008483
"y.Test.Person.91",0.416744117713284,0.00122776280938582
"y.Test.Person.92",0.415827219488407,0.000544678333118425
"y.Test.Person.93",0.415484035247886,-0.000118834283508653
"y.Test.Person.94",0.415812550610064,0.000535848251951137
"y.Test.Person.95",0.415784465740832,0.00121581940031218
"y.Test.Person.96",0.415165953335113,0.00195963450298405
"y.Test.Person.97",0.413392944331959,0.00387642455059382
"y.Test.Person.98",0.411642754831622,0.0050514952924737
"y.Test.Person.99",0.411043955995345,0.00515359958517136
"y.Test.Person.100",0.411673459603682,0.00503811009881235
"y.Test.Person.101",0.411613190456152,0.00485970227519511
"y.Test.Person.102",0.411208838986979,0.00420110083077706
"y.Test.Person.103",0.412932345753968,0.0031759150852019
"y.Test.Person.104",0.413212035742216,0.00334052743871734
"y.Test.Person.105",0.411667655155102,0.00489986687567017
"y.Test.Person.106",0.410744321950663,0.00660974586572786
"y.Test.Person.107",0.411009209293043,0.00654740035556498
"y.Test.Person.108",0.411201845423923,0.00523041327981337
"y.Test.Person.109",0.410613268824889,0.00578174905537835
"y.Test.Person.110",0.410000770233549,0.00689031115639634
"y.Test.Person.111",0.410431118344534,0.00617324315778758
"y.Test.Person.112",0.409666973130751,0.00525843635520869
"y.Test.Person.113",0.409153992930731,0.00490853320140821
"y.Test.Person.114",0.409740194548802,0.0049788881757075
"y.Test.Person.115",0.409957304611432,0.00573515973946386
"y.Test.Person.116",0.410387723832099,0.00572269084360366
"y.Test.Person.117",0.41120408165256,0.0048917005434832
"y.Test.Person.118",0.412265179590315,0.00420006320850017
"y.Test.Person.119",0.414320127588935,0.00241686275961995
"y.Test.Person.120",0.416841877498646,0.00054233188369189
"y.Test.Person.121",0.415944676152792,0.000522134544214456
"y.Test.Person.122",0.413915554788855,0.0008169637173736
"y.Test.Person.123",0.41329878474785,0.00110876935510689
"y.Test.Person.124",0.411554480391149,0.00285233628646149
"y.Test.Person.125",0.410759309228008,0.00421709955835765
"y.Test.Person.126",0.411571383939534,0.00334932522477095
"y.Test.Person.127",0.41297097651303,0.0023905949755039
"y.Test.Person.128",0.413539399622541,0.00206315682648456
"z.Test.Person.1",0.306837986072207,0.0795696525993892
"z.Test.Person.2",0.307083284840739,0.0793135040068578
"z.Test.Person.3",0.307218091631062,0.0796584712084662
"z.Test.Person.4",0.307045703173231,0.0797804587797523
"z.Test.Person.5",0.307294782928941,0.0803828960611734
"z.Test.Person.6",0.305414846542143,0.0826878640431919
"z.Test.Person.7",0.303876607681773,0.0832624542161429
"z.Test.Person.8",0.304241928908107,0.0819030339174415
"z.Test.Person.9",0.304443198092284,0.0813474405462844
"z.Test.Person.10",0.305688558027259,0.0813995734667153
"z.Test.Person.11",0.306572296741713,0.0815702816594265
"z.Test.Person.12",0.306006425753007,0.082161251004228
"z.Test.Person.13",0.306070749412168,0.0826791443233797
"z.Test.Person.14",0.306208814908543,0.0820643822231761
"z.Test.Person.15",0.305936710589741,0.0815258857480387
"z.Test.Person.16",0.3053515424075,0.0825316311659043
"z.Test.Person.17",0.305771598113178,0.083218286284944
"z.Test.Person.18",0.306148121487379,0.082950623228266
"z.Test.Person.19",0.30752915423465,0.0820219655672209
"z.Test.Person.20",0.309637756306634,0.0808579916545436
"z.Test.Person.21",0.309438002391594,0.0813550190329318
"z.Test.Person.22",0.30866420100837,0.0818687306235494
"z.Test.Person.23",0.308891302723003,0.0814404442708178
"z.Test.Person.24",0.30875795583258,0.081233674418585
"z.Test.Person.25",0.308705990434127,0.0804402043292501
"z.Test.Person.26",0.308597500839024,0.0810715415162267
"z.Test.Person.27",0.306533568823063,0.0831621522612012
"z.Test.Person.28",0.305381030226106,0.0834457458581812
"z.Test.Person.29",0.30631358726724,0.0825001220656261
"z.Test.Person.30",0.306327488085877,0.0814562721349406
"z.Test.Person.31",0.306058425441431,0.0815892469905294
"z.Test.Person.32",0.306423283155379,0.082624593456057
"z.Test.Person.33",0.307933243848468,0.0818973572982151
"z.Test.Person.34",0.308320150238774,0.0806729520082117
"z.Test.Person.35",0.308243589812792,0.0801439370289379
"z.Test.Person.36",0.306996610780036,0.0803237381144079
"z.Test.Person.37",0.305296146873987,0.0821962173740075
"z.Test.Person.38",0.303476579981685,0.0837582778097251
"z.Test.Person.39",0.303266932955587,0.0840299587689175
"z.Test.Person.40",0.304095529830294,0.0837845172870716
"z.Test.Person.41",0.305137789476978,0.0830235426299084
"z.Test.Person.42",0.305141703136538,0.0828173536004581
"z.Test.Person.43",0.30496895664094,0.0827794643641025
"z.Test.Person.44",0.304931801169234,0.0820716761442891
"z.Test.Person.45",0.305714327259515,0.0813017626318493
"z.Test.Person.46",0.306909418041864,0.0805750589315735
"z.Test.Person.47",0.307950676683552,0.079855072050492
"z.Test.Person.48",0.308568062178278,0.0797022744889379
"z.Test.Person.49",0.308738728522703,0.0803182102296573
"z.Test.Person.50",0.308594312344593,0.0806651155565558
"z.Test.Person.51",0.30879854047304,0.0801146865998643
"z.Test.Person.52",0.30963614938891,0.0783518793278622
"z.Test.Person.53",0.310710124377756,0.0765667722759043
"z.Test.Person.54",0.311297036028506,0.0765606526270105
"z.Test.Person.55",0.312317107732647,0.0770677525430336
"z.Test.Person.56",0.313361219808821,0.0780441622474381
"z.Test.Person.57",0.312841807285568,0.0783454673556837
"z.Test.Person.58",0.313405891341045,0.0769561719634238
"z.Test.Person.59",0.31180670550964,0.0774923680675263
"z.Test.Person.60",0.311317926978551,0.0781470661317611
"z.Test.Person.61",0.311334095699911,0.0775223510154259
"z.Test.Person.62",0.310257224196683,0.0783231753532067
"z.Test.Person.63",0.310857216522397,0.0784625691415575
"z.Test.Person.64",0.31065058286179,0.0781541122206312
"z.Test.Person.65",0.309201396937814,0.0784917936710553
"z.Test.Person.66",0.308191566257193,0.0787377501410621
"z.Test.Person.67",0.307536994666846,0.0796372798491517
"z.Test.Person.68",0.307443288449924,0.0795985064798202
"z.Test.Person.69",0.307590967170605,0.0795752277224221
"z.Test.Person.70",0.30567152413402,0.0810470414555434
"z.Test.Person.71",0.304484714115323,0.0812754719121049
"z.Test.Person.72",0.304177158133535,0.0807301270928741
"z.Test.Person.73",0.304058678437822,0.0809060959696641
"z.Test.Person.74",0.305316021224951,0.0809443061637292
"z.Test.Person.75",0.305911554265396,0.0810077734331965
"z.Test.Person.76",0.305258999636198,0.0814343771827146
"z.Test.Person.77",0.305922516480621,0.0816858406997285
"z.Test.Person.78",0.306262707770084,0.0811264177200204
"z.Test.Person.79",0.30633850075282,0.0808123845395555
"z.Test.Person.80",0.306043616875842,0.0816133850314625
"z.Test.Person.81",0.306855998044079,0.0821467405773091
"z.Test.Person.82",0.307411740559866,0.0823377054087207
"z.Test.Person.83",0.308538472911046,0.0821986950821242
"z.Test.Person.84",0.310562286108796,0.0818275267965185
"z.Test.Person.85",0.310758249266979,0.0821708966659824
"z.Test.Person.86",0.310684510451887,0.0815470834618256
"z.Test.Person.87",0.311312759264672,0.0807266555100441
"z.Test.Person.88",0.310831727181297,0.0808809203034238
"z.Test.Person.89",0.310453211454792,0.0798563641618256
"z.Test.Person.90",0.310485062498029,0.0798020582624771
"z.Test.Person.91",0.308801175169068,0.0814367670977706
"z.Test.Person.92",0.307906992879207,0.0819628624654089
"z.Test.Person.93",0.30845267150405,0.081817428090906
"z.Test.Person.94",0.308208290249877,0.0811844991247207
"z.Test.Person.95",0.308063704535643,0.0812669433381032
"z.Test.Person.96",0.308159468516554,0.0823004341780455
"z.Test.Person.97",0.309296715489929,0.0815602209193892
"z.Test.Person.98",0.30968738368109,0.0802734208663726
"z.Test.Person.99",0.30921047757488,0.0798910843974483
"z.Test.Person.100",0.307242860191417,0.0804634154898202
"z.Test.Person.101",0.305044722337357,0.0825268814171021
"z.Test.Person.102",0.30341944208934,0.0839284205732134
"z.Test.Person.103",0.303662410791855,0.0841213392917543
"z.Test.Person.104",0.304552800892221,0.0840038189010859
"z.Test.Person.105",0.305871632011255,0.0832309454770411
"z.Test.Person.106",0.306120063806618,0.0831126361981676
"z.Test.Person.107",0.305243646869621,0.0839293203929454
"z.Test.Person.108",0.304751946820378,0.0839087724487601
"z.Test.Person.109",0.306167926592292,0.0824149044940821
"z.Test.Person.110",0.308128197342557,0.0805424730543424
"z.Test.Person.111",0.309303952707594,0.0792949144502884
"z.Test.Person.112",0.309575240147233,0.0792708336891415
"z.Test.Person.113",0.308417492144715,0.0808691630295894
"z.Test.Person.114",0.307157645538157,0.0821382363283916
"z.Test.Person.115",0.307974598382917,0.0815064195001697
"z.Test.Person.116",0.309488068693321,0.079497219059793
"z.Test.Person.117",0.310269924504792,0.0777974383364065
"z.Test.Person.118",0.310854935350887,0.0777077981190702
"z.Test.Person.119",0.311968119608359,0.0774460607040448
"z.Test.Person.120",0.313774252713901,0.0771263449281303
"z.Test.Person.121",0.313781640504229,0.0767387288477027
"z.Test.Person.122",0.314381607951303,0.0754564093502579
"z.Test.Person.123",0.312557378777093,0.0763243603270105
"z.Test.Person.124",0.311663328166707,0.0774419217745843
"z.Test.Person.125",0.311555922020572,0.0768984802447777
"z.Test.Person.126",0.310696560234777,0.0772904380564642
"z.Test.Person.127",0.31130244145368,0.0771299931842552
"z.Test.Person.128",0.311484240422329,0.0768001718364778
"x.Gyro.Person.1",0.411937501867216,-0.0221737890971021
"x.Gyro.Person.2",0.41340293193576,-0.0226377558849352
"x.Gyro.Person.3",0.414143769297499,-0.0245374237267316
"x.Gyro.Person.4",0.415947617160072,-0.0254045340956871
"x.Gyro.Person.5",0.422883958453722,-0.0219099116948022
"x.Gyro.Person.6",0.423362411010504,-0.0194031084804852
"x.Gyro.Person.7",0.413821686113032,-0.0194626130018833
"x.Gyro.Person.8",0.406004892240145,-0.0199202175942243
"x.Gyro.Person.9",0.406990590889884,-0.0186690284488398
"x.Gyro.Person.10",0.409449512290385,-0.0159948118486288
"x.Gyro.Person.11",0.408930100389547,-0.0167310135398066
"x.Gyro.Person.12",0.411117998388458,-0.0211315119992576
"x.Gyro.Person.13",0.411821585545714,-0.0242402651062419
"x.Gyro.Person.14",0.408322805840399,-0.0239025082398914
"x.Gyro.Person.15",0.405064390982775,-0.0215297067757359
"x.Gyro.Person.16",0.401501137960642,-0.0193641620517679
"x.Gyro.Person.17",0.396203018860277,-0.0175065594582469
"x.Gyro.Person.18",0.395455775951767,-0.0143855518607933
"x.Gyro.Person.19",0.39971158519377,-0.0125495069589074
"x.Gyro.Person.20",0.404323964081451,-0.0152010511300071
"x.Gyro.Person.21",0.405312340593148,-0.0187217415363522
"x.Gyro.Person.22",0.409545058268537,-0.0202288384940743
"x.Gyro.Person.23",0.412844023480487,-0.0217936773741262
"x.Gyro.Person.24",0.408073327916049,-0.024079297736247
"x.Gyro.Person.25",0.403634541638331,-0.0257638418901595
"x.Gyro.Person.26",0.400663309373109,-0.0265804857173919
"x.Gyro.Person.27",0.398785183604192,-0.0265599974626705
"x.Gyro.Person.28",0.395847375862692,-0.0228547107463269
"x.Gyro.Person.29",0.391731251262524,-0.0178263291687546
"x.Gyro.Person.30",0.383896858854924,-0.0183890324119023
"x.Gyro.Person.31",0.383119628513249,-0.0204484382375602
"x.Gyro.Person.32",0.382271759024223,-0.0188681157147018
"x.Gyro.Person.33",0.380130947597758,-0.0163513310407645
"x.Gyro.Person.34",0.38303228125367,-0.0147034594705199
"x.Gyro.Person.35",0.385056554368148,-0.0156513482747119
"x.Gyro.Person.36",0.386392153447169,-0.0200788689993563
"x.Gyro.Person.37",0.393773788112088,-0.0240935557004377
"x.Gyro.Person.38",0.400999366298057,-0.0213882047664245
"x.Gyro.Person.39",0.403611095235504,-0.0156898008482576
"x.Gyro.Person.40",0.404995203674714,-0.0150038560587733
"x.Gyro.Person.41",0.404442494940233,-0.015485960189587
"x.Gyro.Person.42",0.402136090960972,-0.0168538180025463
"x.Gyro.Person.43",0.402033237927784,-0.0214452175105596
"x.Gyro.Person.44",0.39880405732029,-0.0225707720159617
"x.Gyro.Person.45",0.396232777196088,-0.0197393679749342
"x.Gyro.Person.46",0.392435765823693,-0.0177660270859145
"x.Gyro.Person.47",0.389498115953295,-0.0161102536908117
"x.Gyro.Person.48",0.389601200946455,-0.0144942036713848
"x.Gyro.Person.49",0.390827033339728,-0.0143257568612691
"x.Gyro.Person.50",0.393312446679252,-0.0127083546690624
"x.Gyro.Person.51",0.400385279725326,-0.0110869326513017
"x.Gyro.Person.52",0.406756419394337,-0.0131433913552121
"x.Gyro.Person.53",0.410437377177555,-0.0143371503584696
"x.Gyro.Person.54",0.412579370370567,-0.0158875175547523
"x.Gyro.Person.55",0.40650933720894,-0.0171665041380597
"x.Gyro.Person.56",0.398949884809787,-0.0139643678349063
"x.Gyro.Person.57",0.396998164317913,-0.0131097597182599
"x.Gyro.Person.58",0.398422424945577,-0.0125949266599423
"x.Gyro.Person.59",0.396640143809182,-0.00864557980105361
"x.Gyro.Person.60",0.398060045244461,-0.00747193913465996
"x.Gyro.Person.61",0.403597070152249,-0.00835928628623006
"x.Gyro.Person.62",0.406123142866218,-0.00845989658113064
"x.Gyro.Person.63",0.407221505638696,-0.00771957829762131
"x.Gyro.Person.64",0.403503880069459,-0.00880517152402104
"x.Gyro.Person.65",0.396247865046458,-0.0112193132980251
"x.Gyro.Person.66",0.396144530400802,-0.011368573805301
"x.Gyro.Person.67",0.395254857300837,-0.0133079614329718
"x.Gyro.Person.68",0.397649877743949,-0.0149331334394493
"x.Gyro.Person.69",0.407639180907242,-0.0119636321405911
"x.Gyro.Person.70",0.409485528442583,-0.00942639760376315
"x.Gyro.Person.71",0.397927634153782,-0.00858230752821513
"x.Gyro.Person.72",0.389133797253807,-0.00860372760242246
"x.Gyro.Person.73",0.387165661518995,-0.00820374464157821
"x.Gyro.Person.74",0.387798749816952,-0.00635699371468578
"x.Gyro.Person.75",0.387834937226125,-0.00767544256912793
"x.Gyro.Person.76",0.390289864619104,-0.012395663493092
"x.Gyro.Person.77",0.390983993241612,-0.0157253296737513
"x.Gyro.Person.78",0.38926015870016,-0.0168826040636105
"x.Gyro.Person.79",0.387829869066111,-0.0167659032616199
"x.Gyro.Person.80",0.38531453713716,-0.0157271457967289
"x.Gyro.Person.81",0.378789363777868,-0.0137164913116266
"x.Gyro.Person.82",0.375536343042356,-0.00910169870487207
"x.Gyro.Person.83",0.377606496448248,-0.00455484635551408
"x.Gyro.Person.84",0.382579614230612,-0.00500193971806278
"x.Gyro.Person.85",0.387046166851595,-0.0076712808424737
"x.Gyro.Person.86",0.391791000073477,-0.00903800777715541
"x.Gyro.Person.87",0.395205879056456,-0.0106579000921446
"x.Gyro.Person.88",0.390357687064177,-0.0131551407575806
"x.Gyro.Person.89",0.385166720348701,-0.0150550716695331
"x.Gyro.Person.90",0.383567964518296,-0.0163872234422579
"x.Gyro.Person.91",0.381489641254226,-0.0173665727695555
"x.Gyro.Person.92",0.376528326044387,-0.0148717223536327
"x.Gyro.Person.93",0.373408604754755,-0.011927037324574
"x.Gyro.Person.94",0.367593769991796,-0.0140938917870974
"x.Gyro.Person.95",0.368224845852671,-0.0159662312881778
"x.Gyro.Person.96",0.370139644053454,-0.0143764674524351
"x.Gyro.Person.97",0.368612741035397,-0.0117835632027224
"x.Gyro.Person.98",0.371170581609258,-0.0088632424697394
"x.Gyro.Person.99",0.373102535855154,-0.00790699014841059
"x.Gyro.Person.100",0.373004274085105,-0.0101764679469131
"x.Gyro.Person.101",0.379135846088355,-0.0138853492319376
"x.Gyro.Person.102",0.387576721546896,-0.012794130098983
"x.Gyro.Person.103",0.389619959860619,-0.00714626383394808
"x.Gyro.Person.104",0.391431238056424,-0.00532709560582117
"x.Gyro.Person.105",0.394087823281795,-0.00493268964860638
"x.Gyro.Person.106",0.39658604012544,-0.00436762546094469
"x.Gyro.Person.107",0.398026479393238,-0.00724498235516831
"x.Gyro.Person.108",0.396373944560759,-0.00808889289501493
"x.Gyro.Person.109",0.39394741145016,-0.00545925127288124
"x.Gyro.Person.110",0.39142765187306,-0.00466596378896505
"x.Gyro.Person.111",0.39007326738578,-0.00515879373322769
"x.Gyro.Person.112",0.389642625919789,-0.00514598365454055
"x.Gyro.Person.113",0.389643649892317,-0.00478137284230064
"x.Gyro.Person.114",0.393994584093807,-0.00283347497846183
"x.Gyro.Person.115",0.399137171730557,-0.00268263196746047
"x.Gyro.Person.116",0.404601695532887,-0.00645741886529013
"x.Gyro.Person.117",0.409220679673105,-0.00917992414654564
